board,mcu,freq_mhz,timestamp_ms,alg,op,bytes_in,bytes_out,cycles,usec,energy_uJ,stack_hwm_words,heap_before,heap_after,toolchain,Oflag,lto,tmp117_cC,sht31_cC,sht31_rh_dpermil,ppk2_start_ms,ppk2_end_ms,ppk2_duration_s,ppk2_samples,ppk2_current_mean_uA,ppk2_current_max_uA,ppk2_current_p95_uA,ppk2_charge_uC,ppk2_energy_uJ
NUCLEO-F446RE,STM32F446RE,84,317327,p256,keygen,0,64,33059105,393560,89097.39204,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,312932.31,313749.22,0.81691,81692,33050.39371,37890.137,36261.539,26999.20971,89097.39204
NUCLEO-F446RE,STM32F446RE,84,317753,p256,sign,32,70,34667030,412702,43175.78426,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,506,313787.14,314181.7,0.39456,39457,33159.83183,37731.984,36261.539,13083.57099,43175.78426
NUCLEO-F446RE,STM32F446RE,84,318589,p256,verify_ok,32,0,69038278,821884,44664.04579,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,506,314195.86,314605.1,0.40924,40925,33072.43916,38629.738,36313.879,13534.55933,44664.04579
NUCLEO-F446RE,STM32F446RE,84,319022,p256,keygen,0,64,33124398,394338,88482.80254,3526,45200,45200,gcc-arm-none-eabi,O2,off,2202,2210,506,314618.58,315430.28,0.8117,81171,33033.0746,37942.883,36261.539,26812.97047,88482.80254
NUCLEO-F446RE,STM32F446RE,84,319448,p256,sign,32,70,34665512,412684,43215.29441,3526,45200,45200,gcc-arm-none-eabi,O2,off,2202,2211,506,315468.13,315863.23,0.3951,39511,33144.8418,37942.883,36261.539,13095.54376,43215.29441
NUCLEO-F446RE,STM32F446RE,84,320274,p256,verify_ok,32,0,68202622,811935,44533.55601,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,506,315876.86,316284.72,0.40786,40787,33087.35681,39106.547,36313.879,13495.01697,44533.55601
NUCLEO-F446RE,STM32F446RE,84,320707,p256,keygen,0,64,33178905,394986,89105.9282,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,316298.19,317114.93,0.81674,81675,33060.41792,37890.137,36261.539,27001.79642,89105.9282
NUCLEO-F446RE,STM32F446RE,84,321128,p256,sign,32,71,34302923,408368,43151.98912,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,505,317153.44,317547.85,0.39441,39442,33154.12952,37837.406,36261.539,13076.36034,43151.98912
NUCLEO-F446RE,STM32F446RE,84,321959,p256,verify_ok,32,0,68626916,816987,44797.7684,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,506,317561.49,317971.71,0.41022,41023,33092.20903,38418.164,36313.879,13575.08133,44797.7684
NUCLEO-F446RE,STM32F446RE,84,322392,p256,keygen,0,64,33113564,394209,88918.05313,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,505,317985.84,318801.97,0.81613,81614,33015.36897,37995.641,36261.539,26944.86459,88918.05313
NUCLEO-F446RE,STM32F446RE,84,322816,p256,sign,32,70,34530568,411078,43115.52668,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,505,318840.18,319233.9,0.39372,39373,33184.18828,37942.883,36261.539,13065.31111,43115.52668
NUCLEO-F446RE,STM32F446RE,84,323647,p256,verify_ok,32,0,68608445,816767,45039.07063,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2210,505,319247.53,319660.54,0.41301,41302,33045.75506,38735.605,36313.879,13648.20322,45039.07063
NUCLEO-F446RE,STM32F446RE,84,324078,p256,keygen,0,64,33059105,393560,89691.46371,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,319674.02,320496.34,0.82232,82233,33051.8706,38048.41,36261.539,27179.23143,89691.46371
NUCLEO-F446RE,STM32F446RE,84,324503,p256,sign,32,70,34510789,410842,43187.63227,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,505,320535.16,320929.67,0.39451,39452,33173.1523,37837.406,36261.539,13087.16129,43187.63227
NUCLEO-F446RE,STM32F446RE,84,325329,p256,verify_ok,32,0,68265302,812682,45055.62381,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,320943.3,321356.18,0.41288,41289,33068.29393,38576.824,36313.879,13653.21934,45055.62381
NUCLEO-F446RE,STM32F446RE,84,325760,p256,keygen,0,64,33059035,393559,88683.87227,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,321369.66,322181.96,0.8123,81231,33083.66141,37837.406,36313.879,26873.90069,88683.87227
NUCLEO-F446RE,STM32F446RE,84,326185,p256,sign,32,71,34473701,410401,43239.18879,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,322219.95,322615.15,0.3952,39521,33154.71468,38576.824,36261.539,13102.78448,43239.18879
NUCLEO-F446RE,STM32F446RE,84,327016,p256,verify_ok,32,0,68733443,818255,44600.13704,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,322628.77,323037.26,0.40849,40850,33085.77793,39000.496,36313.879,13515.19304,44600.13704
NUCLEO-F446RE,STM32F446RE,84,327450,p256,keygen,0,64,33178865,394986,89169.05414,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,506,323050.74,323867.96,0.81722,81723,33064.42517,38048.41,36261.539,27020.9255,89169.05414
NUCLEO-F446RE,STM32F446RE,84,327874,p256,sign,32,70,34532894,411105,43171.44811,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,323906.55,324300.98,0.39443,39444,33167.41882,38576.824,36261.539,13082.257,43171.44811
NUCLEO-F446RE,STM32F446RE,84,328705,p256,verify_ok,32,0,68655858,817331,44862.76798,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,324314.61,324725.88,0.41127,41128,33055.62355,38312.453,36313.879,13594.77818,44862.76798
NUCLEO-F446RE,STM32F446RE,84,329138,p256,keygen,0,64,33113564,394209,89230.77623,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,324739.36,325556.82,0.81746,81747,33077.58715,38048.41,36313.879,27039.62916,89230.77623
NUCLEO-F446RE,STM32F446RE,84,329559,p256,sign,32,70,34269692,407972,43128.91743,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,325594.74,325988.5,0.39376,39377,33191.1431,37837.406,36261.539,13069.36892,43128.91743
NUCLEO-F446RE,STM32F446RE,84,330389,p256,verify_ok,32,0,68555800,816140,44852.88648,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,506,326002.12,326413.13,0.41101,41102,33069.22701,38735.605,36366.23,13591.78378,44852.88648
NUCLEO-F446RE,STM32F446RE,84,330821,p256,keygen,0,64,33059105,393560,88837.02256,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2210,506,326426.61,327239.94,0.81333,81334,33098.84252,38101.191,36313.879,26920.30987,88837.02256
NUCLEO-F446RE,STM32F446RE,84,331244,p256,sign,32,71,34379099,409274,43132.36521,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,327277.82,327671.61,0.39379,39380,33191.24935,37890.137,36261.539,13070.4137,43132.36521
NUCLEO-F446RE,STM32F446RE,84,332071,p256,verify_ok,32,0,68325034,813393,44802.48874,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,506,327685.88,328096.43,0.41055,41056,33069.08921,38735.605,36313.879,13576.51174,44802.48874
NUCLEO-F446RE,STM32F446RE,84,332503,p256,keygen,0,64,33059035,393559,89201.24592,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,507,328109.91,328928.58,0.81867,81868,33017.72995,37890.137,36261.539,27030.68058,89201.24592
NUCLEO-F446RE,STM32F446RE,84,332927,p256,sign,32,70,34383383,409325,43256.80659,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2210,506,328966.68,329361.73,0.39505,39506,33180.82391,37995.641,36313.879,13108.12321,43256.80659
NUCLEO-F446RE,STM32F446RE,84,333758,p256,verify_ok,32,0,68719427,818088,44930.05027,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2214,507,329375.35,329786.52,0.41117,41118,33113.25208,39265.715,36366.23,13615.16675,44930.05027
NUCLEO-F446RE,STM32F446RE,84,334192,p256,keygen,0,64,33178905,394986,89180.14905,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,507,329799.99,330617.7,0.81771,81772,33048.69441,37995.641,36261.539,27024.28759,89180.14905
NUCLEO-F446RE,STM32F446RE,84,334610,p256,sign,32,71,33981756,404544,43176.39614,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2214,507,330656.25,331050.8,0.39455,39456,33161.15535,37995.641,36261.539,13083.75641,43176.39614
NUCLEO-F446RE,STM32F446RE,84,335437,p256,verify_ok,32,0,68340664,813579,44564.46066,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,507,331064.43,331472.67,0.40824,40825,33079.55794,39159.59,36366.23,13504.38202,44564.46066
NUCLEO-F446RE,STM32F446RE,84,335871,p256,keygen,0,64,33178923,394987,89009.78794,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2214,507,331486.65,332303.16,0.81651,81652,33034.06669,37837.406,36261.539,26972.66301,89009.78794
NUCLEO-F446RE,STM32F446RE,84,336296,p256,sign,32,71,34547463,411279,43115.82268,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2214,507,332341.3,332735.03,0.39373,39374,33183.55257,37890.137,36313.879,13065.40081,43115.82268
NUCLEO-F446RE,STM32F446RE,84,337119,p256,verify_ok,32,0,67995529,809470,44696.26621,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,507,332748.66,333158.21,0.40955,40956,33071.26354,38841.523,36313.879,13544.32309,44696.26621
NUCLEO-F446RE,STM32F446RE,84,337551,p256,keygen,0,64,33059105,393560,88749.92113,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,507,333171.7,333985.17,0.81347,81348,33060.71202,37890.137,36261.539,26893.91549,88749.92113
NUCLEO-F446RE,STM32F446RE,84,337976,p256,sign,32,72,34564820,411485,43087.44518,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,507,334023.86,334417.3,0.39344,39345,33186.20726,38418.164,36313.879,13056.80157,43087.44518
NUCLEO-F446RE,STM32F446RE,84,338801,p256,verify_ok,32,0,68150010,811309,44672.03924,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,507,334431.53,334840.85,0.40932,40933,33071.90813,38735.605,36313.879,13536.98159,44672.03924
NUCLEO-F446RE,STM32F446RE,84,339233,p256,keygen,0,64,33059081,393560,89333.52504,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2214,507,334854.31,335672.34,0.81803,81804,33092.56185,37995.641,36313.879,27070.76516,89333.52504
NUCLEO-F446RE,STM32F446RE,84,339657,p256,sign,32,71,34467069,410322,43240.08795,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,507,335710.66,336105.75,0.39509,39510,33164.63828,37731.984,36261.539,13103.05695,43240.08795
NUCLEO-F446RE,STM32F446RE,84,340482,p256,verify_ok,32,0,68126435,811028,44198.8904,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,507,336119.37,336523.91,0.40454,40455,33108.2585,39265.715,36366.23,13393.60315,44198.8904
NUCLEO-F446RE,STM32F446RE,84,340915,p256,keygen,0,64,33178953,394987,88791.01284,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2214,507,336537.38,337350.48,0.8131,81311,33091.07049,37942.883,36313.879,26906.36753,88791.01284
NUCLEO-F446RE,STM32F446RE,84,341339,p256,sign,32,70,34499285,410705,43223.46278,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,507,337389.27,337784.2,0.39493,39494,33165.32669,37784.691,36313.879,13098.01903,43223.46278
NUCLEO-F446RE,STM32F446RE,84,342167,p256,verify_ok,32,0,68424008,814571,44919.56836,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2212,508,337797.82,338209.02,0.4112,41121,33103.08934,38788.559,36313.879,13611.99041,44919.56836
NUCLEO-F446RE,STM32F446RE,84,342601,p256,keygen,0,64,33178905,394986,88367.18432,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2211,508,338223.28,339032.68,0.8094,80941,33083.63895,37995.641,36313.879,26777.93464,88367.18432
NUCLEO-F446RE,STM32F446RE,84,343027,p256,sign,32,70,34664481,412672,43099.75678,3526,45200,45200,gcc-arm-none-eabi,O2,off,2203,2214,508,339071.09,339464.73,0.39364,39365,33178.78403,38048.41,36261.539,13060.53236,43099.75678
NUCLEO-F446RE,STM32F446RE,84,343853,p256,verify_ok,32,0,68303508,813137,44898.11498,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,339478.35,339889.87,0.41152,41153,33061.57607,39159.59,36313.879,13605.48939,44898.11498
NUCLEO-F446RE,STM32F446RE,84,344286,p256,keygen,0,64,33059105,393560,88559.00516,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2211,507,339903.33,340714.83,0.8115,81151,33069.64252,38259.621,36261.539,26836.06217,88559.00516
NUCLEO-F446RE,STM32F446RE,84,344710,p256,sign,32,70,34478554,410458,43138.98112,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2215,507,340753.43,341147.17,0.39374,39375,33200.57173,37890.137,36313.879,13072.41852,43138.98112
NUCLEO-F446RE,STM32F446RE,84,345540,p256,verify_ok,32,0,68600724,816675,44801.76513,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2211,508,341160.79,341571.38,0.41059,41060,33065.34179,39265.715,36366.23,13576.29246,44801.76513
NUCLEO-F446RE,STM32F446RE,84,345972,p256,keygen,0,64,33059105,393560,88483.3296,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,341584.85,342396.09,0.81124,81125,33051.95757,37890.137,36261.539,26813.13018,88483.3296
NUCLEO-F446RE,STM32F446RE,84,346394,p256,sign,32,72,34286159,408168,43246.25963,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,342434.15,342829.26,0.39511,39512,33167.69026,37942.883,36261.539,13104.92716,43246.25963
NUCLEO-F446RE,STM32F446RE,84,347226,p256,verify_ok,32,0,68730676,818222,44837.45783,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2215,507,342842.89,343253.73,0.41084,41085,33071.59243,38576.824,36313.879,13587.10843,44837.45783
NUCLEO-F446RE,STM32F446RE,84,347659,p256,keygen,0,64,33178940,394987,88912.90475,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,343267.21,344082.12,0.81491,81492,33062.87791,38259.621,36261.539,26943.30447,88912.90475
NUCLEO-F446RE,STM32F446RE,84,348080,p256,sign,32,71,34239058,407607,43228.70268,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2214,508,344120.81,344515.95,0.39514,39515,33151.73949,37942.883,36261.539,13099.60687,43228.70268
NUCLEO-F446RE,STM32F446RE,84,348907,p256,verify_ok,32,0,68320756,813342,45071.13631,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,344529.57,344942.46,0.41289,41290,33078.83453,39106.547,36366.23,13657.9201,45071.13631
NUCLEO-F446RE,STM32F446RE,84,349340,p256,keygen,0,64,33178986,394987,88826.29219,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2214,508,344955.94,345769.5,0.81356,81357,33085.49931,37890.137,36313.879,26917.05824,88826.29219
NUCLEO-F446RE,STM32F446RE,84,349766,p256,sign,32,71,34647341,412468,43110.56722,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2214,508,345808.67,346202.39,0.39372,39373,33180.37673,37890.137,36313.879,13063.80825,43110.56722
NUCLEO-F446RE,STM32F446RE,84,350595,p256,verify_ok,32,0,68576663,816388,44792.05068,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,346216.01,346626.61,0.4106,41061,33057.3578,39053.516,36313.879,13573.34869,44792.05068
NUCLEO-F446RE,STM32F446RE,84,351028,p256,keygen,0,64,33059081,393560,89158.07663,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,346640.09,347457.34,0.81725,81726,33059.09479,37942.883,36261.539,27017.59898,89158.07663
NUCLEO-F446RE,STM32F446RE,84,351456,p256,sign,32,70,34816135,414477,43114.482,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2211,508,347495.6,347889.27,0.39367,39368,33187.62724,37890.137,36313.879,13064.99454,43114.482
NUCLEO-F446RE,STM32F446RE,84,352282,p256,verify_ok,32,0,68242117,812406,44558.33003,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,347902.9,348311.28,0.40838,40839,33063.67338,39000.496,36313.879,13502.52425,44558.33003
NUCLEO-F446RE,STM32F446RE,84,352714,p256,keygen,0,64,33059126,393561,89240.15327,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,348324.76,349143.34,0.81858,81859,33035.76443,37942.883,36261.539,27042.47069,89240.15327
NUCLEO-F446RE,STM32F446RE,84,353136,p256,sign,32,71,34284059,408143,43238.92743,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2215,508,349181.34,349576.44,0.3951,39511,33162.9222,37942.883,36261.539,13102.70528,43238.92743
NUCLEO-F446RE,STM32F446RE,84,353963,p256,verify_ok,32,0,68326283,813408,44550.50948,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,349590.06,349997.85,0.40779,40780,33105.70008,38682.664,36366.23,13500.15439,44550.50948
NUCLEO-F446RE,STM32F446RE,84,354395,p256,keygen,0,64,33124354,394337,88754.80571,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,508,350011.32,350824.92,0.8136,81361,33057.24121,37942.883,36261.539,26895.39567,88754.80571
NUCLEO-F446RE,STM32F446RE,84,354817,p256,sign,32,71,34259010,407845,43231.93275,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,509,350862.95,351258.28,0.39533,39534,33138.26299,37837.406,36261.539,13100.58568,43231.93275
NUCLEO-F446RE,STM32F446RE,84,355641,p256,verify_ok,32,0,68079290,810467,45055.2823,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2215,508,351271.91,351684.68,0.41277,41278,33076.81598,38312.453,36313.879,13653.11585,45055.2823
NUCLEO-F446RE,STM32F446RE,84,356075,p256,keygen,0,64,33178980,394987,89107.59,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,351698.16,352515.06,0.8169,81691,33054.52057,37995.641,36261.539,27002.3,89107.59
NUCLEO-F446RE,STM32F446RE,84,356500,p256,sign,32,71,34586742,411746,43125.15031,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2214,508,352554.18,352947.9,0.39372,39373,33191.61038,37995.641,36261.539,13068.22737,43125.15031
NUCLEO-F446RE,STM32F446RE,84,357327,p256,verify_ok,32,0,68358381,813790,45207.58776,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,352961.52,353376.11,0.41459,41460,33042.94093,39053.516,36366.23,13699.26902,45207.58776
NUCLEO-F446RE,STM32F446RE,84,357760,p256,keygen,0,64,33113564,394209,88723.08191,3526,45200,45200,gcc-arm-none-eabi,O2,off,2204,2212,508,353389.59,354202.3,0.81271,81272,33081.60481,38312.453,36313.879,26885.7824,88723.08191
NUCLEO-F446RE,STM32F446RE,84,358184,p256,sign,32,70,34458134,410215,43133.37956,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,509,354240.8,354634.47,0.39367,39368,33202.13605,37837.406,36313.879,13070.72108,43133.37956
NUCLEO-F446RE,STM32F446RE,84,359017,p256,verify_ok,32,0,68797184,819014,44541.41552,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,509,354648.1,355056.39,0.40829,40830,33058.36797,38523.926,36313.879,13497.39864,44541.41552
NUCLEO-F446RE,STM32F446RE,84,359448,p256,keygen,0,64,33059105,393560,88788.7244,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2215,509,355069.86,355883.52,0.81366,81367,33067.38382,38153.988,36261.539,26905.67406,88788.7244
NUCLEO-F446RE,STM32F446RE,84,359873,p256,sign,32,72,34579929,411665,43176.51538,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,509,355921.36,356315.7,0.39434,39435,33178.88828,37942.883,36261.539,13083.79254,43176.51538
NUCLEO-F446RE,STM32F446RE,84,360699,p256,verify_ok,32,0,68215770,812092,44484.62314,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,508,356329.86,356737.84,0.40798,40799,33041.27819,38312.453,36313.879,13480.18883,44484.62314
NUCLEO-F446RE,STM32F446RE,84,361131,p256,keygen,0,64,33059081,393560,88472.66084,3526,45200,45200,gcc-arm-none-eabi,O2,off,2206,2212,509,356751.32,357561.98,0.81066,81067,33071.62002,38259.621,36261.539,26809.89722,88472.66084
NUCLEO-F446RE,STM32F446RE,84,361558,p256,sign,32,70,34620806,412152,43257.50134,3526,45200,45200,gcc-arm-none-eabi,O2,off,2206,2214,508,357600.74,357995.95,0.39521,39522,33167.95175,37731.984,36261.539,13108.33374,43257.50134
NUCLEO-F446RE,STM32F446RE,84,362382,p256,verify_ok,32,0,68155701,811377,44961.98014,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,508,358009.57,358421.53,0.41196,41197,33073.1852,38523.926,36313.879,13624.84247,44961.98014
NUCLEO-F446RE,STM32F446RE,84,362816,p256,keygen,0,64,33178905,394986,88793.57484,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,508,358435.01,359249.19,0.81418,81419,33048.08011,38523.926,36261.539,26907.14389,88793.57484
NUCLEO-F446RE,STM32F446RE,84,363236,p256,sign,32,72,34183862,406950,43157.94859,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,508,359287.57,359681.64,0.39407,39408,33187.31562,37942.883,36313.879,13078.16624,43157.94859
NUCLEO-F446RE,STM32F446RE,84,364065,p256,verify_ok,32,0,68515269,815657,44756.63936,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,509,359695.24,360105.39,0.41015,41016,33067.50115,38629.738,36366.23,13562.61799,44756.63936
NUCLEO-F446RE,STM32F446RE,84,364499,p256,keygen,0,64,33178865,394986,89396.50714,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2215,509,360119.37,360938.66,0.81929,81930,33065.0005,38576.824,36261.539,27089.85065,89396.50714
NUCLEO-F446RE,STM32F446RE,84,364923,p256,sign,32,72,34514558,410887,43107.6525,3526,45200,45200,gcc-arm-none-eabi,O2,off,2206,2215,509,360976.66,361370.51,0.39385,39386,33167.18404,37890.137,36261.539,13062.925,43107.6525
NUCLEO-F446RE,STM32F446RE,84,365753,p256,verify_ok,32,0,68556568,816149,44936.22085,3526,45200,45200,gcc-arm-none-eabi,O2,off,2206,2214,509,361384.14,361795.99,0.41185,41186,33063.0626,39053.516,36313.879,13617.03662,44936.22085
NUCLEO-F446RE,STM32F446RE,84,366185,p256,keygen,0,64,33059081,393560,88626.48311,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,509,361809.47,362621.97,0.8125,81251,33054.11926,38312.453,36261.539,26856.51003,88626.48311
NUCLEO-F446RE,STM32F446RE,84,366613,p256,sign,32,71,34769581,413923,43107.0511,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,508,362660.62,363054.24,0.39362,39363,33186.11632,37837.406,36313.879,13062.74276,43107.0511
NUCLEO-F446RE,STM32F446RE,84,367442,p256,verify_ok,32,0,68524199,815764,45005.3236,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2212,509,363068.54,363480.65,0.41211,41212,33093.05254,39053.516,36313.879,13637.97685,45005.3236
NUCLEO-F446RE,STM32F446RE,84,367874,p256,keygen,0,64,33059035,393559,88607.30291,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,509,363494.12,364305.91,0.81179,81180,33075.85955,37995.641,36313.879,26850.69785,88607.30291
NUCLEO-F446RE,STM32F446RE,84,368296,p256,sign,32,69,34245113,407679,43251.28826,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2215,509,364344.12,364739.48,0.39536,39537,33150.6339,37942.883,36261.539,13106.45099,43251.28826
NUCLEO-F446RE,STM32F446RE,84,369123,p256,verify_ok,32,0,68354050,813738,44409.68853,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,509,364753.11,365160.16,0.40705,40706,33061.04923,38894.5,36313.879,13457.48137,44409.68853
NUCLEO-F446RE,STM32F446RE,84,369557,p256,keygen,0,64,33178905,394986,89007.97572,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,509,365173.63,365989.4,0.81577,81578,33063.31042,38101.191,36261.539,26972.11385,89007.97572
NUCLEO-F446RE,STM32F446RE,84,369985,p256,sign,32,72,34879352,415230,43248.86568,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,509,366027.74,366422.9,0.39516,39517,33165.51671,37942.883,36313.879,13105.71687,43248.86568
NUCLEO-F446RE,STM32F446RE,84,370815,p256,verify_ok,32,0,68589670,816543,44841.6019,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2215,509,366436.53,366847.64,0.41111,41112,33052.83946,39053.516,36313.879,13588.36421,44841.6019
NUCLEO-F446RE,STM32F446RE,84,371249,p256,keygen,0,64,33178865,394986,88986.26728,3526,45200,45200,gcc-arm-none-eabi,O2,off,2206,2214,509,366861.69,367678.02,0.81633,81634,33032.62659,37837.406,36261.539,26965.53554,88986.26728
NUCLEO-F446RE,STM32F446RE,84,371677,p256,sign,32,71,34845564,414828,43109.4721,3526,45200,45200,gcc-arm-none-eabi,O2,off,2206,2211,509,367716.37,368110.1,0.39373,39374,33178.70964,37890.137,36313.879,13063.4764,43109.4721
NUCLEO-F446RE,STM32F446RE,84,372505,p256,verify_ok,32,0,68423175,814561,45183.72739,3526,45200,45200,gcc-arm-none-eabi,O2,off,2206,2212,509,368123.72,368537.82,0.4141,41411,33064.56059,38312.453,36313.879,13692.0386,45183.72739
NUCLEO-F446RE,STM32F446RE,84,372937,p256,keygen,0,64,33059081,393560,89066.27174,3526,45200,45200,gcc-arm-none-eabi,O2,off,2206,2214,509,368551.3,369367.36,0.81606,81607,33073.21211,37995.641,36313.879,26989.77932,89066.27174
NUCLEO-F446RE,STM32F446RE,84,373362,p256,sign,32,70,34511487,410851,43124.30369,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2215,508,369406.06,369799.79,0.39373,39374,33190.1252,37995.641,36261.539,13067.97081,43124.30369
NUCLEO-F446RE,STM32F446RE,84,374188,p256,verify_ok,32,0,68258953,812606,44521.89529,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2211,509,369814.08,370221.84,0.40776,40777,33086.79807,38735.605,36366.23,13491.48342,44521.89529
NUCLEO-F446RE,STM32F446RE,84,374619,p256,keygen,0,64,33059035,393559,88831.01472,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2215,509,370235.31,371049.29,0.81398,81399,33070.13515,37995.641,36261.539,26918.48931,88831.01472
NUCLEO-F446RE,STM32F446RE,84,375045,p256,sign,32,72,34657940,412594,43223.70109,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2214,508,371087.61,371482.83,0.39522,39523,33141.17011,37890.137,36261.539,13098.09124,43223.70109
NUCLEO-F446RE,STM32F446RE,84,375874,p256,verify_ok,32,0,68464879,815058,45364.75503,3526,45200,45200,gcc-arm-none-eabi,O2,off,2205,2215,509,371496.46,371911.87,0.41541,41542,33092.36328,38947.492,36366.23,13746.89547,45364.75503
