board,mcu,freq_mhz,timestamp_ms,alg,op,bytes_in,bytes_out,cycles,usec,energy_uJ,stack_hwm_words,heap_before,heap_after,toolchain,Oflag,lto,lib_commit,fw_git,tmp117_cC,sht31_cC,sht31_rh_dpermil,ppk2_start_ms,ppk2_end_ms,ppk2_duration_ms,ppk2_samples,ppk2_current_mean_uA,ppk2_current_p95_uA,ppk2_current_max_uA,ppk2_charge_uC,ppk2_energy_uJ
NUCLEO-F446RE,STM32F446RE,84,29230,dilithium2,keygen,0,1312,3065436,36493,2960.3612973,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,37231.0,37267.0,36.0,37.0,25179.3382972973,32239.363199999996,34556.336,897.0791810000002,2960.3612973
NUCLEO-F446RE,STM32F446RE,84,29546,dilithium2,sign,14,2420,25425870,302688,29006.6480583,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,37547.0,37849.0,302.0,303.0,29123.40066666667,34706.666,35186.414,8789.893350999999,29006.6480583
NUCLEO-F446RE,STM32F446RE,84,29597,dilithium2,verify_ok,2420,0,3184090,37905,3863.2204314,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,37598.0,37635.0,37.0,38.0,31695.73794736842,34282.303349999995,34376.469,1170.6728580000001,3863.2204314
NUCLEO-F446RE,STM32F446RE,84,29708,dilithium2,keygen,0,1312,3174177,37787,3017.3194226999994,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,37709.0,37746.0,37.0,38.0,24631.969736842104,25137.202699999998,25143.014,914.3392190000001,3017.3194226999994
NUCLEO-F446RE,STM32F446RE,84,29810,dilithium2,sign,14,2420,7544872,89819,8945.962782900002,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,37811.0,37900.0,89.0,90.0,30366.486222222225,34395.9669,34735.816,2710.897813000001,8945.962782900002
NUCLEO-F446RE,STM32F446RE,84,29861,dilithium2,verify_ok,2420,0,3183741,37901,3746.2392198,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,37862.0,37899.0,37.0,38.0,30537.45684210526,34144.8828,34340.953,1135.224006,3746.2392198
NUCLEO-F446RE,STM32F446RE,84,29970,dilithium2,keygen,0,1312,3000095,35715,3571.2963362999994,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,37971.0,38006.0,35.0,36.0,31010.94919444444,35067.59175,35094.996,1082.211011,3571.2963362999994
NUCLEO-F446RE,STM32F446RE,84,30130,dilithium2,sign,14,2420,12227682,145567,13799.3481021,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2218,412,38131.0,38276.0,145.0,146.0,28874.169068493153,34784.090500000006,35115.008,4181.620637,13799.3481021
NUCLEO-F446RE,STM32F446RE,84,30181,dilithium2,verify_ok,2420,0,3184037,37905,3439.4111235,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2218,412,38182.0,38219.0,37.0,38.0,28239.015210526315,35054.94315,35115.008,1042.245795,3439.4111235
NUCLEO-F446RE,STM32F446RE,84,30291,dilithium2,keygen,0,1312,3163783,37664,3385.843626,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,38292.0,38329.0,37.0,38.0,27657.764526315794,34538.0631,34733.758,1026.0132200000003,3385.843626
NUCLEO-F446RE,STM32F446RE,84,30533,dilithium2,sign,14,2420,19156945,228058,21741.708162900002,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,38534.0,38762.0,228.0,229.0,28886.776222707424,34596.546800000004,35019.656,6588.396413,21741.708162900002
NUCLEO-F446RE,STM32F446RE,84,30584,dilithium2,verify_ok,2420,0,3184100,37905,3699.3357852,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,38585.0,38622.0,37.0,38.0,30291.03736842105,34092.4538,34374.707,1121.010844,3699.3357852
NUCLEO-F446RE,STM32F446RE,84,30693,dilithium2,keygen,0,1312,3087386,36754,3554.3653727999995,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,38694.0,38730.0,36.0,37.0,30030.98167567568,34810.344000000005,34961.957,1077.080416,3554.3653727999995
NUCLEO-F446RE,STM32F446RE,84,30894,dilithium2,sign,14,2420,15761581,187637,17474.483492400002,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,38895.0,39082.0,187.0,188.0,28344.76351063829,34749.71655,34986.316,5295.298028,17474.483492400002
NUCLEO-F446RE,STM32F446RE,84,30945,dilithium2,verify_ok,2420,0,3184015,37904,3951.8758620000003,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,38946.0,38983.0,37.0,38.0,32083.193342105264,34802.56385,34933.738,1197.53814,3951.8758620000003
NUCLEO-F446RE,STM32F446RE,84,31054,dilithium2,keygen,0,1312,3065570,36494,3826.5472079999995,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,39055.0,39091.0,36.0,37.0,32012.257864864863,34859.873199999995,34986.316,1159.5597600000003,3826.5472079999995
NUCLEO-F446RE,STM32F446RE,84,31196,dilithium2,sign,14,2420,10755560,128042,12322.634685899999,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,39197.0,39325.0,128.0,129.0,29200.121124031008,34831.8954,35206.242,3734.131723,12322.634685899999
NUCLEO-F446RE,STM32F446RE,84,31247,dilithium2,verify_ok,2420,0,3184264,37907,3465.9908316,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,39248.0,39285.0,37.0,38.0,28409.086605263165,35109.8888,35206.242,1050.300252,3465.9908316
NUCLEO-F446RE,STM32F446RE,84,31358,dilithium2,keygen,0,1312,3207709,38187,3646.8876707999993,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,39359.0,39397.0,38.0,39.0,28979.833615384614,34513.2781,34701.227,1105.1174760000001,3646.8876707999993
NUCLEO-F446RE,STM32F446RE,84,31753,dilithium2,sign,14,2420,32109759,382259,36524.6157408,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,39754.0,40136.0,382.0,383.0,28963.292916449085,34566.4404,35013.023,11068.065375999999,36524.6157408
NUCLEO-F446RE,STM32F446RE,84,31804,dilithium2,verify_ok,2420,0,3183605,37900,3481.1591166000003,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,39805.0,39842.0,37.0,38.0,28671.99576315789,34529.5462,34639.137,1054.896702,3481.1591166000003
NUCLEO-F446RE,STM32F446RE,84,31915,dilithium2,keygen,0,1312,3142531,37411,3830.1902726999997,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,39916.0,39953.0,37.0,38.0,31432.635710526305,33857.750049999995,34064.828,1160.663719,3830.1902726999997
NUCLEO-F446RE,STM32F446RE,84,32100,dilithium2,sign,14,2420,14398096,171405,16541.7757461,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,40101.0,40272.0,171.0,172.0,29287.113104651162,34449.5075,34762.824,5012.659317000001,16541.7757461
NUCLEO-F446RE,STM32F446RE,84,32152,dilithium2,verify_ok,2420,0,3249805,38688,3769.078896,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,40153.0,40191.0,38.0,39.0,30151.760282051284,34687.911400000005,34762.824,1142.1451200000001,3769.078896
NUCLEO-F446RE,STM32F446RE,84,32260,dilithium2,keygen,0,1312,3000269,35717,3549.1212966000003,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,40261.0,40296.0,35.0,36.0,30720.179444444442,33952.3525,34029.797,1075.491302,3549.1212966000003
NUCLEO-F446RE,STM32F446RE,84,32398,dilithium2,sign,14,2420,10465724,124591,11774.3233839,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,40399.0,40523.0,124.0,125.0,28742.670776000003,34691.1808,35060.273,3567.9767829999996,11774.3233839
NUCLEO-F446RE,STM32F446RE,84,32451,dilithium2,verify_ok,2420,0,3238446,38552,3966.4030757999994,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2224,412,40452.0,40490.0,38.0,39.0,31691.104205128206,34944.107,35060.273,1201.9403260000004,3966.4030757999994
NUCLEO-F446RE,STM32F446RE,84,32561,dilithium2,keygen,0,1312,3130821,37271,3769.1205519000005,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2224,412,40562.0,40599.0,37.0,38.0,30898.02952631579,33827.743500000004,34326.906,1142.1577429999998,3769.1205519000005
NUCLEO-F446RE,STM32F446RE,84,32703,dilithium2,sign,14,2420,10805814,128640,12740.3397,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,40704.0,40832.0,128.0,129.0,30159.494550387597,33945.0622,34207.652,3860.7090000000003,12740.3397
NUCLEO-F446RE,STM32F446RE,84,32754,dilithium2,verify_ok,2420,0,3184123,37906,3653.0758935,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,40755.0,40792.0,37.0,38.0,29938.532894736843,33955.1297,34025.105,1106.992695,3653.0758935
NUCLEO-F446RE,STM32F446RE,84,32863,dilithium2,keygen,0,1312,3065468,36493,3085.4371976999996,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,40864.0,40900.0,36.0,37.0,26102.760783783786,34003.6182,34904.094,934.9809689999998,3085.4371976999996
NUCLEO-F446RE,STM32F446RE,84,33043,dilithium2,sign,14,2420,14030996,167035,16626.6968538,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,41044.0,41211.0,167.0,168.0,30168.025339285716,34220.29635,34381.305,5038.392986000001,16626.6968538
NUCLEO-F446RE,STM32F446RE,84,33094,dilithium2,verify_ok,2420,0,3183997,37904,3700.3708368,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,41095.0,41132.0,37.0,38.0,30183.605631578946,34249.032699999996,34281.656,1121.3244959999997,3700.3708368
NUCLEO-F446RE,STM32F446RE,84,33204,dilithium2,keygen,0,1312,3044009,36238,3116.4540462,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,41205.0,41241.0,36.0,37.0,26354.357216216216,33932.926400000004,34079.066,944.380014,3116.4540462
NUCLEO-F446RE,STM32F446RE,84,33310,dilithium2,sign,14,2420,7771431,92517,8413.430945699998,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,413,41311.0,41403.0,92.0,93.0,27684.431107526885,34711.3712,34891.031,2549.5245289999993,8413.430945699998
NUCLEO-F446RE,STM32F446RE,84,33361,dilithium2,verify_ok,2420,0,3184194,37907,3676.7255217,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,413,41362.0,41399.0,37.0,38.0,30238.165263157895,34809.4168,34891.031,1114.159249,3676.7255217
NUCLEO-F446RE,STM32F446RE,84,33471,dilithium2,keygen,0,1312,3108888,37010,3807.0335588999997,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,413,41472.0,41509.0,37.0,38.0,31253.38655263158,33993.67615,34342.523,1153.646533,3807.0335588999997
NUCLEO-F446RE,STM32F446RE,84,33539,dilithium2,sign,14,2420,4616799,54961,5252.304159300001,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,41540.0,41594.0,54.0,55.0,29330.002636363643,34934.0453,35066.828,1591.6073210000002,5252.304159300001
NUCLEO-F446RE,STM32F446RE,84,33590,dilithium2,verify_ok,2420,0,3183897,37903,3010.6026885,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,41591.0,41628.0,37.0,38.0,24575.15263157895,25071.38715,25077.535,912.303845,3010.6026885
NUCLEO-F446RE,STM32F446RE,84,33699,dilithium2,keygen,0,1312,3065583,36495,3780.3044960999996,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,41700.0,41736.0,36.0,37.0,31538.33345945946,34403.5414,34549.445,1145.546817,3780.3044960999996
NUCLEO-F446RE,STM32F446RE,84,33841,dilithium2,sign,14,2420,10828146,128906,11782.0998867,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,41842.0,41970.0,128.0,129.0,27844.330426356588,34738.014800000004,35042.672,3570.333299,11782.0998867
NUCLEO-F446RE,STM32F446RE,84,33892,dilithium2,verify_ok,2420,0,3184212,37907,2988.2043080999997,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,41893.0,41930.0,37.0,38.0,24398.400842105264,25054.69965,25077.787,905.5164570000001,2988.2043080999997
NUCLEO-F446RE,STM32F446RE,84,34001,dilithium2,keygen,0,1312,3087224,36752,3672.8584992,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,42002.0,42038.0,36.0,37.0,30658.402027027027,34320.0218,34431.391,1112.9874240000004,3672.8584992
NUCLEO-F446RE,STM32F446RE,84,34105,dilithium2,sign,14,2420,7591627,90376,8695.5371745,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,42106.0,42196.0,90.0,91.0,29272.755549450547,34842.385,35125.973,2635.0112650000005,8695.5371745
NUCLEO-F446RE,STM32F446RE,84,34156,dilithium2,verify_ok,2420,0,3184191,37907,3261.0306926999992,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,42157.0,42194.0,37.0,38.0,26797.375447368424,35008.771049999996,35047.035,988.1911190000001,3261.0306926999992
NUCLEO-F446RE,STM32F446RE,84,34265,dilithium2,keygen,0,1312,3086983,36749,3071.4547446,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,42266.0,42302.0,36.0,37.0,25828.44881081081,33127.641599999995,34491.336,930.743862,3071.4547446
NUCLEO-F446RE,STM32F446RE,84,34387,dilithium2,sign,14,2420,9088788,108199,10505.072631899999,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,42388.0,42496.0,108.0,109.0,29465.98073394496,34672.637800000004,34991.781,3183.355343,10505.072631899999
NUCLEO-F446RE,STM32F446RE,84,34438,dilithium2,verify_ok,2420,0,3183950,37904,3573.2887542,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,42439.0,42476.0,37.0,38.0,29170.576657894737,34741.65295,34991.781,1082.8147739999997,3573.2887542
NUCLEO-F446RE,STM32F446RE,84,34547,dilithium2,keygen,0,1312,3086728,36746,3553.4214969000004,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,42548.0,42584.0,36.0,37.0,29776.11608108108,34792.5416,34847.566,1076.7943930000004,3553.4214969000004
NUCLEO-F446RE,STM32F446RE,84,34669,dilithium2,sign,14,2420,9090104,108215,9533.6603307,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,42670.0,42778.0,108.0,109.0,26755.1322293578,34837.4834,35016.703,2888.987979000001,9533.6603307
NUCLEO-F446RE,STM32F446RE,84,34720,dilithium2,verify_ok,2420,0,3183633,37900,2912.0624511,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,42721.0,42758.0,37.0,38.0,24105.269394736843,25257.7661,33557.07,882.4431670000001,2912.0624511
NUCLEO-F446RE,STM32F446RE,84,34828,dilithium2,keygen,0,1312,3000218,35716,3384.0300285,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,42829.0,42864.0,35.0,36.0,29379.207055555555,34434.5695,34503.531,1025.463645,3384.0300285
NUCLEO-F446RE,STM32F446RE,84,34952,dilithium2,sign,14,2420,9263968,110285,9975.9838629,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,42953.0,43063.0,110.0,111.0,27539.67232432432,34745.826499999996,35083.426,3023.025413,9975.9838629
NUCLEO-F446RE,STM32F446RE,84,35003,dilithium2,verify_ok,2420,0,3183913,37903,3306.560598,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,43004.0,43041.0,37.0,38.0,27280.179105263156,34684.7785,34937.883,1001.9880600000001,3306.560598
NUCLEO-F446RE,STM32F446RE,84,35114,dilithium2,keygen,0,1312,3109213,37014,3475.7288246999997,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,43115.0,43152.0,37.0,38.0,28633.009210526314,34696.91895,34803.191,1053.251159,3475.7288246999997
NUCLEO-F446RE,STM32F446RE,84,35329,dilithium2,sign,14,2420,16894737,201127,19396.331611800004,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,43330.0,43531.0,201.0,202.0,29221.28716831683,34577.5856,34944.625,5877.676246000001,19396.331611800004
NUCLEO-F446RE,STM32F446RE,84,35380,dilithium2,verify_ok,2420,0,3249466,38684,3618.0912372,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,43381.0,43419.0,38.0,39.0,29003.912820512818,34432.971000000005,34761.316,1096.391284,3618.0912372
NUCLEO-F446RE,STM32F446RE,84,35490,dilithium2,keygen,0,1312,3087064,36750,3304.0750709999998,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,43491.0,43527.0,36.0,37.0,27919.213972972975,33521.6038,33723.859,1001.23487,3304.0750709999998
NUCLEO-F446RE,STM32F446RE,84,35691,dilithium2,sign,14,2420,15766377,187694,18186.3519849,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,43692.0,43879.0,187.0,188.0,29428.49545744681,34607.43075,34980.418,5511.015753,18186.3519849
NUCLEO-F446RE,STM32F446RE,84,35742,dilithium2,verify_ok,2420,0,3183759,37901,3835.489950599999,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,43743.0,43780.0,37.0,38.0,31409.6292368421,34037.7995,34192.195,1162.269682,3835.489950599999
NUCLEO-F446RE,STM32F446RE,84,35852,dilithium2,keygen,0,1312,3043767,36235,2833.9789368,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,43853.0,43889.0,36.0,37.0,24108.143783783784,25573.92019999999,33219.824,858.7814960000001,2833.9789368
NUCLEO-F446RE,STM32F446RE,84,36071,dilithium2,sign,14,2420,17266610,205554,19057.866577199995,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,44072.0,44277.0,205.0,206.0,28179.777980582523,34657.347,34921.977,5775.111084,19057.866577199995
NUCLEO-F446RE,STM32F446RE,84,36122,dilithium2,verify_ok,2420,0,3184323,37908,3171.6784076999998,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,44123.0,44160.0,37.0,38.0,26202.322289473683,34590.284850000004,34863.598,961.1146689999999,3171.6784076999998
NUCLEO-F446RE,STM32F446RE,84,36232,dilithium2,keygen,0,1312,3120307,37146,3459.916247699999,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,44233.0,44270.0,37.0,38.0,28493.199026315793,34161.27595,34282.094,1048.4594690000001,3459.916247699999
NUCLEO-F446RE,STM32F446RE,84,36449,dilithium2,sign,14,2420,17137019,204012,18944.1424359,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,44450.0,44654.0,204.0,205.0,28129.88013658536,34704.3986,35206.871,5740.649223,18944.1424359
NUCLEO-F446RE,STM32F446RE,84,36501,dilithium2,verify_ok,2420,0,3238863,38557,3142.749465900001,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,44502.0,44540.0,38.0,39.0,25304.880076923077,33579.8982,34542.0,952.3483229999998,3142.749465900001
NUCLEO-F446RE,STM32F446RE,84,36611,dilithium2,keygen,0,1312,3043615,36233,3362.4948621,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,44612.0,44648.0,36.0,37.0,28463.171378378378,34422.8382,34657.922,1018.9378370000001,3362.4948621
NUCLEO-F446RE,STM32F446RE,84,36716,dilithium2,sign,14,2420,7722788,91937,9128.4200568,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,44717.0,44808.0,91.0,92.0,30351.258891304347,33916.1413,34148.191,2766.187896,9128.4200568
NUCLEO-F446RE,STM32F446RE,84,36768,dilithium2,verify_ok,2420,0,3238991,38559,3768.1984329,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,44769.0,44807.0,38.0,39.0,30075.984641025643,33866.8895,33909.871,1141.878313,3768.1984329
NUCLEO-F446RE,STM32F446RE,84,36876,dilithium2,keygen,0,1312,2999953,35713,2767.0034864999993,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,412,44877.0,44912.0,35.0,36.0,24176.353805555555,27074.5965,32089.732,838.485905,2767.0034864999993
NUCLEO-F446RE,STM32F446RE,84,37021,dilithium2,sign,14,2420,11060087,131667,13227.9467628,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,45022.0,45153.0,131.0,132.0,30626.25915151515,34166.56025,34440.457,4008.4687160000003,13227.9467628
NUCLEO-F446RE,STM32F446RE,84,37072,dilithium2,verify_ok,2420,0,3184463,37910,3650.734602899999,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,45073.0,45110.0,37.0,38.0,30000.65752631579,34175.3111,34440.457,1106.2832130000002,3650.734602899999
NUCLEO-F446RE,STM32F446RE,84,37181,dilithium2,keygen,0,1312,3065574,36494,3238.8361005,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,45182.0,45218.0,36.0,37.0,27236.723135135137,33743.629,33958.043,981.4654849999998,3238.8361005
NUCLEO-F446RE,STM32F446RE,84,37284,dilithium2,sign,14,2420,7547411,89850,8286.0341916,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,45285.0,45374.0,89.0,90.0,28175.05263333333,34820.78525,34999.172,2510.919452,8286.0341916
NUCLEO-F446RE,STM32F446RE,84,37336,dilithium2,verify_ok,2420,0,3183830,37902,3837.0022317000003,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,45337.0,45374.0,37.0,38.0,31492.541105263157,34856.15625,34999.172,1162.7279489999999,3837.0022317000003
NUCLEO-F446RE,STM32F446RE,84,37445,dilithium2,keygen,0,1312,3065476,36493,3688.1876757,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,45446.0,45482.0,36.0,37.0,30905.96294594594,34006.9206,34129.973,1117.6326290000002,3688.1876757
NUCLEO-F446RE,STM32F446RE,84,37554,dilithium2,sign,14,2420,8018230,95455,9026.3407212,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,45555.0,45650.0,95.0,96.0,28835.279645833332,34761.07925,34986.637,2735.2547640000003,9026.3407212
NUCLEO-F446RE,STM32F446RE,84,37605,dilithium2,verify_ok,2420,0,3183900,37903,3825.1489023000004,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,45606.0,45643.0,37.0,38.0,31407.952500000003,34762.81625,34814.84,1159.1360310000002,3825.1489023000004
NUCLEO-F446RE,STM32F446RE,84,37714,dilithium2,keygen,0,1312,3065365,36492,3819.6116541000006,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,45715.0,45751.0,36.0,37.0,32213.204243243243,34723.5844,34839.488,1157.458077,3819.6116541000006
NUCLEO-F446RE,STM32F446RE,84,37799,dilithium2,sign,14,2420,5990595,71316,6651.4639916999995,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,45800.0,45871.0,71.0,72.0,28403.43026388889,33990.4438,34788.176,2015.595149,6651.4639916999995
NUCLEO-F446RE,STM32F446RE,84,37851,dilithium2,verify_ok,2420,0,3238907,38558,3688.7379408000006,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,45852.0,45890.0,38.0,39.0,29294.323,34837.026300000005,35080.699,1117.799376,3688.7379408000006
NUCLEO-F446RE,STM32F446RE,84,37960,dilithium2,keygen,0,1312,3065638,36495,3540.3377327999997,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,45961.0,45997.0,36.0,37.0,29672.199351351348,34636.0864,34861.215,1072.8296160000002,3540.3377327999997
NUCLEO-F446RE,STM32F446RE,84,38146,dilithium2,sign,14,2420,14507144,172704,15973.2088692,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,46147.0,46319.0,172.0,173.0,28152.284410404623,34723.2826,35096.512,4840.3663240000005,15973.2088692
NUCLEO-F446RE,STM32F446RE,84,38197,dilithium2,verify_ok,2420,0,3183924,37903,3101.1568533,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,46198.0,46235.0,37.0,38.0,25637.386947368424,33532.37745,34779.227,939.7445010000002,3101.1568533
NUCLEO-F446RE,STM32F446RE,84,38306,dilithium2,keygen,0,1312,3065374,36492,3363.6568647,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,46307.0,46343.0,36.0,37.0,28463.081027027023,33941.7768,34127.496,1019.289959,3363.6568647
NUCLEO-F446RE,STM32F446RE,84,38601,dilithium2,sign,14,2420,23678780,281890,26747.062560899998,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2220,412,46602.0,46883.0,281.0,282.0,28861.72756028369,34660.417050000004,35449.398,8105.170473,26747.062560899998
NUCLEO-F446RE,STM32F446RE,84,38654,dilithium2,verify_ok,2420,0,3304096,39334,3725.0331096,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,46655.0,46694.0,39.0,40.0,28933.626324999997,33865.29075,34082.348,1128.797912,3725.0331096
NUCLEO-F446RE,STM32F446RE,84,38763,dilithium2,keygen,0,1312,3065444,36493,2970.3436026,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,46764.0,46800.0,36.0,37.0,25004.650513513516,25156.210600000002,25174.67,900.104122,2970.3436026
NUCLEO-F446RE,STM32F446RE,84,38850,dilithium2,sign,14,2420,6221820,74069,7241.571942,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,46851.0,46925.0,74.0,75.0,29671.184319999993,34243.9614,34512.629,2194.41574,7241.571942
NUCLEO-F446RE,STM32F446RE,84,38902,dilithium2,verify_ok,2420,0,3249691,38686,3551.3447607,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2221,412,46903.0,46941.0,38.0,39.0,28270.17641025641,33728.716,33929.645,1076.1650789999999,3551.3447607
NUCLEO-F446RE,STM32F446RE,84,39012,dilithium2,keygen,0,1312,3087353,36754,2969.0478939,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,47013.0,47049.0,36.0,37.0,24995.591702702703,25154.4358,25177.344,899.711483,2969.0478939
NUCLEO-F446RE,STM32F446RE,84,39079,dilithium2,sign,14,2420,4497012,53535,5265.5134686,797,16144,16144,gcc-arm-none-eabi,O2,off,unknown,nogit,2207,2222,413,47080.0,47133.0,53.0,54.0,30194.671685185192,34875.22015,34965.414,1595.610142,5265.5134686
