board,mcu,freq_mhz,timestamp_ms,alg,op,bytes_in,bytes_out,cycles,usec,energy_uJ,stack_hwm_words,heap_before,heap_after,toolchain,Oflag,lto,tmp117_cC,sht31_cC,sht31_rh_dpermil,ppk_start_ms,ppk_end_ms,ppk_duration_ms,ppk_n_samples,ppk_current_mean_uA,ppk_current_p95_uA,ppk_current_max_uA,ppk_charge_uC,ppk_energy_uJ
NUCLEO-F446RE,STM32F446RE,84,2970,kyber512,encaps,800,768,1011183,12037,1507.990456,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2245,527,3466.46,3481.49,15.03,1504,30403.64637,35992.1957,42905.023,456.966805,1507.990456
NUCLEO-F446RE,STM32F446RE,84,2998,kyber512,decaps,768,32,1208448,14386,1121.133184,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2245,527,3519.33,3530.13,10.8,1081,31457.16003,36104.598,43066.969,339.7373283,1121.133184
NUCLEO-F446RE,STM32F446RE,84,3047,kyber512,keygen,0,800,994402,11838,1243.911537,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2245,527,3542.83,3554.85,12.02,1203,31359.64144,35843.289,42473.742,376.9428901,1243.911537
NUCLEO-F446RE,STM32F446RE,84,3072,kyber512,encaps,800,768,1086583,12935,1456.499578,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3567.82,3582.19,14.37,1438,30714.23163,36156.898,43175,441.3635085,1456.499578
NUCLEO-F446RE,STM32F446RE,84,3100,kyber512,decaps,768,32,1229224,14633,1124.621453,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3619.34,3630.15,10.81,1082,31525.84457,36052.309,42689.281,340.7943798,1124.621453
NUCLEO-F446RE,STM32F446RE,84,3148,kyber512,keygen,0,800,908060,10810,1243.786026,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3642.85,3654.88,12.03,1204,31330.41199,35843.289,42043.297,376.9048563,1243.786026
NUCLEO-F446RE,STM32F446RE,84,3172,kyber512,encaps,800,768,1010963,12035,1447.578819,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3667.84,3682.22,14.38,1439,30504.88514,36052.309,42905.023,438.6602483,1447.578819
NUCLEO-F446RE,STM32F446RE,84,3200,kyber512,decaps,768,32,1208233,14383,1244.262621,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3719.36,3731.19,11.83,1184,31872.29746,36209.211,42851.07,377.049279,1244.262621
NUCLEO-F446RE,STM32F446RE,84,3248,kyber512,keygen,0,800,908161,10811,1284.338808,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3743.9,3756.83,12.93,1294,30100.04471,35843.289,42258.414,389.1935781,1284.338808
NUCLEO-F446RE,STM32F446RE,84,3272,kyber512,encaps,800,768,1011076,12036,1494.078406,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3769.79,3784.41,14.62,1463,30967.92285,36156.898,42743.195,452.7510321,1494.078406
NUCLEO-F446RE,STM32F446RE,84,3300,kyber512,decaps,768,32,1208327,14384,1128.310868,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3821.37,3832.18,10.81,1082,31629.26775,36156.898,42150.828,341.9123844,1128.310868
NUCLEO-F446RE,STM32F446RE,84,3349,kyber512,keygen,0,800,907801,10807,1243.754253,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3844.88,3856.9,12.02,1203,31355.67623,35686.66,42258.414,376.8952283,1243.754253
NUCLEO-F446RE,STM32F446RE,84,3373,kyber512,encaps,800,768,1010710,12032,1464.155348,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3869.87,3884.24,14.37,1438,30875.67424,36209.211,42689.281,443.6834388,1464.155348
NUCLEO-F446RE,STM32F446RE,84,3401,kyber512,decaps,768,32,1207913,14379,1129.044022,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3921.35,3932.15,10.8,1081,31679.1252,36156.898,42527.609,342.1345521,1129.044022
NUCLEO-F446RE,STM32F446RE,84,3449,kyber512,keygen,0,800,929114,11060,1243.578407,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3944.85,3956.88,12.03,1204,31325.18216,35634.477,42635.375,376.8419414,1243.578407
NUCLEO-F446RE,STM32F446RE,84,3474,kyber512,encaps,800,768,1032035,12286,1478.604443,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,3969.85,3984.22,14.37,1438,31180.37248,36164.74495,42905.023,448.0619525,1478.604443
NUCLEO-F446RE,STM32F446RE,84,3501,kyber512,decaps,768,32,1229250,14633,1122.639876,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,4022.33,4033.13,10.8,1081,31499.43536,36209.211,41828.387,340.1939019,1122.639876
NUCLEO-F446RE,STM32F446RE,84,3550,kyber512,keygen,0,800,907895,10808,1219.441296,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,4045.83,4057.85,12.02,1203,30742.73424,35634.477,42581.484,369.5276656,1219.441296
NUCLEO-F446RE,STM32F446RE,84,3574,kyber512,encaps,800,768,1010810,12033,1455.004315,849,45200,45200,gcc-arm-none-eabi,O2,off,2240,2247,527,4070.82,4085.19,14.37,1438,30682.69996,36156.898,42958.992,440.9103984,1455.004315
NUCLEO-F446RE,STM32F446RE,84,3603,kyber512,decaps,768,32,1262690,15032,1177.368937,849,45200,45200,gcc-arm-none-eabi,O2,off,2239,2245,527,4122.32,4133.38,11.06,1107,32258.45079,36209.211,42312.227,356.7784657,1177.368937
NUCLEO-F446RE,STM32F446RE,84,3652,kyber512,keygen,0,800,908239,10812,1244.701759,849,45200,45200,gcc-arm-none-eabi,O2,off,2239,2245,527,4146.08,4158.35,12.27,1228,30740.20791,35634.477,42635.375,377.1823511,1244.701759
