dataset,run_index,board,mcu,freq_mhz,timestamp_ms,alg,op,bytes_in,bytes_out,cycles,usec,energy_uJ,stack_hwm_words,heap_before,heap_after,toolchain,Oflag,lto,lib_commit,fw_git,tmp117_cC,sht31_cC,sht31_rh_dpermil,ppk2_start_ms,ppk2_end_ms,ppk2_duration_ms,ppk2_samples,ppk2_current_mean_uA,ppk2_current_p95_uA,ppk2_current_max_uA,ppk2_charge_uC,ppk2_energy_uJ
dataset2,20,NUCLEO-F446RE,STM32F446RE,84,98327,falcon512,keygen,0,897,276498315,3291646,297644.05992057064,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2506,2493,590,75568.0,78859.6,3291.600000000006,32917.0,27401.52785053316,33597.9242,38860.988,90195.1696729002,297644.05992057064
dataset2,20,NUCLEO-F446RE,STM32F446RE,84,99098,falcon512,sign,11,655,63454009,755404,70102.98947222719,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2506,2493,590,76339.0,77094.4,755.3999999999942,7555.0,28122.373911052284,30962.5566,37560.699,21243.33014309915,70102.98947222719
dataset2,20,NUCLEO-F446RE,STM32F446RE,84,99123,falcon512,verify,655,0,876914,10439,984.4590333594308,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2506,2493,590,76364.0,76374.4,10.39999999999418,105.0,28687.82647619048,29536.2134,29765.967,298.3209191998276,984.4590333594308
dataset2,21,NUCLEO-F446RE,STM32F446RE,84,100820,falcon512,keygen,0,897,136400995,1623821,147679.59779826266,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2505,2491,590,78061.0,79684.8,1623.800000000003,16239.0,27559.66776975183,33744.734,38963.672,44751.39327220082,147679.59779826266
dataset2,21,NUCLEO-F446RE,STM32F446RE,84,101591,falcon512,sign,11,655,63418325,754980,68079.54821580148,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2504,2491,590,78832.0,79586.9,754.8999999999942,7550.0,27327.97524119205,31171.3295,38963.672,20630.166126000448,68079.54821580148
dataset2,21,NUCLEO-F446RE,STM32F446RE,84,101616,falcon512,verify,655,0,876896,10439,787.4738962195121,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2504,2491,590,78857.0,78867.4,10.39999999999418,105.0,22950.638361904766,23585.6612,23652.455,238.6284533998522,787.4738962195121
dataset2,22,NUCLEO-F446RE,STM32F446RE,84,106562,falcon512,keygen,0,897,409234885,4871843,462114.52187538525,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2503,2491,590,83803.0,88674.8,4871.800000000003,48719.0,28744.047246987822,34110.5362,38554.027,140034.7035986016,462114.52187538525
dataset2,22,NUCLEO-F446RE,STM32F446RE,84,107334,falcon512,sign,11,653,63620311,757384,74556.93131172017,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2503,2491,590,84575.0,85332.3,757.3000000000029,7574.0,29833.546401505148,34181.264,35192.703,22593.00948840005,74556.93131172017
dataset2,22,NUCLEO-F446RE,STM32F446RE,84,107359,falcon512,verify,653,0,876631,10436,1104.327056249506,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2503,2491,590,84600.0,84610.4,10.39999999999418,105.0,32192.787799999995,34154.0576,34345.41,334.64456249985034,1104.327056249506
dataset2,23,NUCLEO-F446RE,STM32F446RE,84,109057,falcon512,keygen,0,897,136374907,1623510,158340.86373501184,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2503,2490,590,86298.0,87921.5,1623.5,16236.0,29554.59001933974,34195.2,35349.453,47982.07991970056,158340.86373501184
dataset2,23,NUCLEO-F446RE,STM32F446RE,84,109827,falcon512,sign,11,656,63431961,755142,74685.60023001145,7549,784,784,gcc-arm-none-eabi,O2,off,unknown,nogit,2502,2494,590,87068.0,87823.1,755.1000000000058,7552.0,29972.45879316737,34219.5292,35349.453,22632.00006970044,74685.60023001145
